id,sentence,difficulty
,"Dans les zones urbaines des coûteuse pauvres, les plats gras et sucrés, peu chers et immédiatement disponibles, concurrencent la nourriture traditionnelle, plus coûteuse chers plus longue à préparer.",C1
,"joueurs/joués3"". Nous Nous des joueurs/joués3"".",B2
,enfants maitresse au milieu du bruit des compter : On va les compter,A2
,"plus de manière monde. générale et de façon indiscutable, le meilleur joueur du monde.",B1
,L'enseignement des langues est l'école française est - comment dire ça poliment,C2
3524.0,"Moi, je veux aller au zoo et à l'aquarium. et manger des glaces.",A1
,A t'il parlé d'astuces pratiques pour bien-être bien-être quotidien et d'un questionnement philosophique sur quête quête de l'impossible,B1
,"C'est de votre personne : on utilise cette expression quand une autre personne est responsable, responsable, coupable d'une action.",B1
,Il t'ordonne immédiatement de immédiatement !,A2
,"Il du servait du bout de sa patte ainsi que d'une raquette veloutée et frappait juste assez fort pour faire voler, infliger lui infliger la moindre meurtrissure, un corps de petite fille.",C2
,"Les coûts totaux des coûts prennent donc en considération, outre les coûts liés aux dépenses financières, les coûts immatériels qui ne résultent les paiement comme par exemple la souffrance ressentie par les victimes d'accidents.",C1
,"Il n'est identitaire étonnant, dès lors, que la bifurcation professionnelle et le lors, prennent des allures de conversion identitaire .",C1
,Les efforts des derniers siècles pour l'incertitude l'incertitude n'ont pas cessé en Europe.,B2
,"cette le genre est un déterminant de la santé à considérer en association avec d'autres déterminants sociaux tels avec la condition socio-économique, l'âge ou l'appartenance ethnique, dans une perspective d'intersectionnalité pour décrire cette interaction de différentes caractéristiques.",C2
,"Il n'engendre aucun mouvement alternatif, ce qui réduit les mouvement, de mouvement, les les les vibrations et le bruit.",C2
,Il tout tout veut,A2
2595.0,Il a ouvert un gîte de randonneurs en Haute-Savoie.,C1
,"Oui, il y grande une grande armoire.",A1
,"Oui, parle un un peu.",A1
,Quel âge âge tu ?,A1
,"C'est une gifle immatérielle, une ébauche de cruauté, une petit plain-pied sexuel, une indifférence de mâle.",C2
,l'école. test de niveau en français le sur le site Internet de l'école.,A1
,Est-il exorbitant de prétendre qu'un mode de pensée qui Est-il l'incertain soit devenu hors jeu exorbitant,C2
,"Les mois de mars et avril pendant en accéléré : procès, rendez-vous médicaux, concerts, ballets, devoirs et match de baseball s'enchaînent à une vitesse ballets, et pendant tout ce temps, le ventre de Chelsea ne cesse de s'étirer.",B2
,"cadette, sa nouvelle compagne de quatorze compagne sa cadette, il dit ""vivre une renaissance"".",C1
,"Elle me raconta ce qu'elle avait souffert en essayant de s'éloigner de moi ; que de fois elle avait espéré que je la découvrirais malgré ses efforts ; comment le moindre bruit qui frappait ses oreilles lui paraissait annoncer mon arrivée ; quel trouble, quelle joie, quelle crainte elle avait ressentis en me revoyant ; par quelle défiance efforts pour concilier le penchant de son coeur frappait la prudence, elle s'était livrée aux distractions du monde, avait recherché la foule qu'elle fuyait auparavant.",C2
,enfants. amuser les enfants.,A1
,"On comprend qu'une semblable manière de composer, si différente de l'ancien procédé visible à certains les yeux; déroute souvent les critiques, et de ne découvrent pas tous les fils si minces, si secrets, presque invisibles, employés par certains artistes modernes à la place de la ficelle unique qui avait nom : l'Intrigue.",C1
,a un trouvé un copain.,A1
,"C'est l'instru - l'instrumental - qui va qui C'est les mots de ma tête, en fait",A2
,Tu veux venir avec soir demain soir au concert demain chanteur M ?,A2
,bruit as entendu ? bruit ?,A2
,"Elle aimait beaucoup le Congo, d'un elle a au renter en France au bout d'un an.",A2
,"le le premier article, j'ai décrit les j'ai stylisés des rendements des actifs.",B2
,ses de en train de ranger ses affaires.,A2
,"Elle n'aime n'aime les reproches, elle est reproches,",B1
,"boire dans la même région, ils région, souvent boire un verre en ville",B1
,"Le gallinacé symbolise à 20 fois, la cérémonie des Kapparot célébrée traditionnellement à pour de Yom Kippour et la France, terre d'accueil depuis le début des années 20 pour ce couple juif d'origine russe.",B2
,"Cependant, nous continuons de parler ne à de maison, car mes parents ne veulent pas que je perde ma langue natale.",A1
,Régine Lemoine-Darthois Elisabeth même Weissman ont fait le même constat.,C1
,Mais cela supposerait cela nous revenions sur notre Mais culturel,C2
,Mais le de est loin de leur maison est ils ne peuvent pas y aller à pied.,A2
,"""L'écologie est ""L'écologie pensée complexe qui contextualise toujours et toujours toujours les interactions et les rétroactions.",C2
,"C'est comme ça, d'ailleurs, que nous ça, devenus amis.",A2
,Elle a ans Elle,A1
,"J'ai 23 ans, la parle chinois, j'aime la chinois, !",A1
,Cela nécessite des équipements des et de place.,B2
,de un pot de verre. en verre.,A1
,"Quand jetées couches-culottes usagées des maisons elles retraite arrivent ici, elles sont jetées dans cette machine.",B2
,"Aux États-Unis, fêtera fêtera jeudi le quatrième jeudi de novembre",B2
,"Oui, de une bonne idée, dit-elle et descendit descendit de l'échafaudage.",B1
,"Toute la journée, nous sommes inondés d'informations de toute part inondés messages personnels, professionnels, publicitaires, sommes d'infos en continu.",C1
,"j'ai non,"" dit le roi; ""restez-là, mon ami."" ""Mais, j'ai assez dormi !"" dit le berger.",A2
,"à 1er mai correspond à la fête du Travail, et rappelle la lutte des ouvriers pour réduire la réduire de travail à huit heures.",A2
,"Le beau monsieur, qui était magicien, le força alors à le conduire à la montagne, et à ouvrir le rocher qui le touchant avec magicien, merveilleuse.",B1
,"Andrew : mon Dieu, les gens à table table à côté de la la crient.",A2
,"Puis, ayant rêvé pour la troisième fois Puis, voyait l'Enchanteresse, la aucunes paroles humaines, cette nuit-là, n'eussent pu dépeindre le charme et le rayonnement, il s'en fut en secret le lendemain, sans consulter personne, et s'alla perdre, tout seul, dans la forêt.",B2
,"On disait qu'une princesse polonaise, l'écoutant un soir chanter sur la plage de Biarritz, où il radoubait des chaloupes, de était de amoureuse.",C1
,Tu remplis pot pot des et tu mets des glaçons.,A2
,"Mon ordinateur ne dois plus, je dois le changer.",A1
,Je trouve directeur que le directeur ne promesses pas ses promesses,B1
,"Avant de laisser la parole à Monsieur Servat, qui saura mieux que moi parler de lui-même, Monsieur lui souhaiter lui bienvenue dans notre entreprise ainsi que beaucoup de succès dans son travail.",B1
,Les bioessais effectués ont et que les mêmes symptômes de morbidité sont observés chez les deux espèces et avec les deux métaux.,C2
,"Il toujours toujours accordé, quelquefois prévenu mes égard. à cet égard.",C1
,"Nous organisons une soirée le 31, à organisons 19 19 heures, vous viendrez, n'est-ce pas?",A1
,"Apolitique et adialectique, hommes. univers d'objets abstraits n'admet que l'homme opposé à la nature, jamais à d'autres hommes.",C2
,moi. contraire contraire de moi.,A2
,La stratégie de sauvegarde des données constitue la pierre angulaire d'un plan de continuité et de reprise car car va permettre d'assurer le critère de disponibilité.,C1
,"j'appuie douleureux. là, c'est douleureux.",A2
,réponse. votre réponse. À À,A1
,"au veux d'anniversaire un cadeau d'anniversaire pour ma copine, donc je vais aller au centre commercial",A2
,"D'ailleurs, des voix s'élèvent pour dire qu'interdire ne sert à rien si l'on ne tente pas, en même qu'interdire de renouer le dialogue entre la jeunes et le reste de la société.",B1
,"Dans son ouvrage, Mitra-Varuna, Dumézil signale qu'aux Indes comme à Rome, il y les deux manières pour le pouvoir viril de s'affirmer : en Varouna et Romulus, dans les Gandharvas et les Luperques, il est agression, rapt, à hybris ; alors la femme apparaît comme un être qu'il faut ravir, violenter ; les Sabines ravies se montrent stériles, on les fouette avec des lanières en peau de bouc, compensant par la violence un excès de violence. Mais Mitra, Numa, les Brahmanes et les Flamines assurent au contraire l'ordre et l'équilibre raisonnable de la cité : alors la femme est liée au mari par un mariage aux rites compliqués et, collaborant avec lui, elle lui assurela domination de toutes les forces femelles de la nature ; à Rome, si la flamina meurt, le flamen dialis se démet de ses fonctions.",C2
,"En vingt ans, leur nombre est passé de 4500 à plus de 30 000, selon la direction du Tourisme du ministère de l'Emploi, qui ne recense que les maisons d'hôtes 000, par les principales organisations l'Emploi,",C1
,je réunis tous ceux qui j'aime l'arrivée pour fêter tous de l'été.,A1
,Vous joindrez à votre format les pièces justificatives et et sous format numérique.,B2
,"Et cela politiques changera pas, tant qu'aucune des élites économiques, élites et politiques françaises ne sera passée par l'université, pour d'autres cursus que le droit et la médecine, monopoles traditionnels des facs.",C2
,"Réaffirmant que le Sénat ne s'était livré à aucun de contrairement aux allégations du rapporteur pour l'Assemblée nationale, il a, au contraire, affirmé que la position de la Haute Assemblée relevait d'une conception cohérente et constante société. la société.",C1
,"Si cette actrice avait formidable. le rôle, elle aurait été formidable.",B1
,Ça va durer encore encore ?,A2
,Claude HAGÈGE HAGÈGE Professeur au Collège de France et Directeur d'études à à Pratique des Hautes Études,B2
4696.0,Les cadres d'aujourd'hui quittent leur entreprise pour ouvrir des maisons d'hôtes.,C1
,"Aujourd'hui, on est samedi, nous Aujourd'hui, visite à notre grand-mère",A1
,Des soirées étudiantes sur le thème d'Halloween le organisées sur année,B2
,"Depuis l'après-guerre, et jusque dans aujourd'hui: années 1990, il s'est produit en Suisse un phénomène dont les effets persistent encore aujourd'hui: les migrantes et migrants sont venus occuper par vagues successives les places les plus basses de l'échelle professionnelle, permettant l'ascension sociale des personnes dont issues de la migration.",C1
,"Le marquis la reçut de mauvaise grâce, debout dans le car et mit un certain temps à comprendre ce qu'elle voulait car c'était une femme aux mots remâchés et aux circonlocutions amphigouriques",C2
3090.0,"Le 8 mars, à six heures du matin, le marquis, revêtu de ses insignes, se faisait dicter, par son fils aîné, le brouillon d'une troisième dépêche politique ; il s'occupait avec gravité à la transcrire de sa belle écriture soignée, sur du papier portant en filigrane l'effigie du souverain.",C1
,une mangé J'ai pomme.,A1
,mais de des fraisiers : je me régale et je fais le plein de vitamines J'espère que tu passes de bonnes vacances à Limoges,A2
,"Par exemple, porter une robe noire exemple, un foulard de couleur vive, fuschia ou orange ou rouge orange vert, et deux jours après, vous remettez cette robe noire avec d'autres bijoux, un gros collier",B2
,C'est loin de de C'est !,A1
,petit petit un petit oiseau.,A1
,Une poser avec laquelle avec fait bon se poser,A2
,"Pourfendeur des sciences qui des arts, fossoyeur de la propriété privée, passage de la monarchie, ce bonhomme, qui égratigne au passage les médecins, les femmes, les gens de lettres et les Anglais, sent le fagot.",C2
,J'ai la carte la,A1
,Vous mangeâtes des au et des langoustines servis dans un Vous garnit de glace pillée afin de conserver le met prestigieux au frais.,C1
,"On peut aussi aller au théâtre, aller les musées ou au cinéma",A1
,Un rêve réalisé. réalisé.,A1
,Il y y y trois expéditions.,B1
,"La structure de partage structure bretonne fait en effet apparaître des caractéristiques qu'elle partage avec d'autres langues, et qui faciliteront aux bretonnants l'accès à ces langues",C2
,"La pollution, je dis non, mais à la vie je dis la oui",A2
,L'oisillon ne L'oisillon écouta pas et ami. contre son nouvel ami.,B1
,"Son utilisation dans des véhicules de en reste néanmoins minoritaire, principalement en stator. de sa consommation importante et de problèmes d'étanchéité inhérents à la géométrie complexe du stator.",C2
,"Pour la première fois, après trente-trois jours de de Fabrice comprit le fin mot de tout ce fureur, lui arrivait.",B2
,C'est plaisir grand plaisir que en vous envoie ce message pour vous décrire votre voyage à Paris en notre compagnie.,A2
,Cet Cet se serait défendu se l'énergie du condamné.,B2
,"Pour éviter un oubli, ligne. pouvez consulter le ""Guide des formalités"" en ligne.",B2
,"Toi, tu peux apporter un jus apporter peux",A1
,"Le romancier qui transforme la les constante, brutale et déplaisante, et en tirer une aventure exceptionnelle et séduisante, doit, sans souci exagéré de la vraisemblance, manipuler les événements à son gré; les préparer et les arranger pour plaire au lecteur, l'émouvoir ou l'attendrir.",C1
,"Les yeux de Fabrice se mouillèrent, il répandit des larmes en embrassant la comtesse, mais sa résolution de ne comtesse, fut pas un instant ébranlée.",C1
2156.0,J'ai reçu un appel.,A2
,"La sémantique du directeur de l'opéra, en fin de carrière, rejoint celle du sénateur (LR) Etienne Blanc, qui fustige la décision directeur l'exécutif écologiste, allié directeur la ""gauche unie"".",C1
,Par et le matin on se des arbres pour repeupler une forêt et l'après-midi chacun reste libre de visiter ce qu'il souhaite ou de se reposer sur une plage.,B1
,"Ou plutôt, il ne se la pose n'aime : il ne pas l'école, il la déteste.",A2
,Félix n'arrête pas de pas des bredele (des biscuits spéciaux d'ici). C'est vrai qu'ils sont très bons mais peur peur qu'il tombe malade.,B1
,"Nos vignerons ont pris des claques, ont été humiliés vignerons les californiens et les chiliens humiliés bien ils ont su réagir !",B2
,"Le centre dans Hugo, situé à 20 minutes en bus de la mairie, dans le quartier des universités, est un lieu pour tous, petits bus grands, jeunes et moins jeunes.",B1
,"Si le mythe fut en en 1818, on ne peut assimiler le Golem à un robot pourvu d'une intelligence artificielle!",C1
,"Ici, tout c'est immense, il y a du monde partout, les gens sont pressés, . c'est impressionnant y",A1
2822.0,"Une semaine après le drame, il s'agit de limiter les dégâts",A2
4576.0,Les négociateurs du Congrès de Vienne établirent un système international nouveau que l'on appela tout au long du XIXe siècle Concert européen.,C2
,"Et depuis que nous dans amis : ""Elle vit d'amour et d'eau fraîche"", ricanent certains dans son dos.",B1
,"Tout comme les facteurs des animaux sont déterminés par l'instinct, leur environnement ou des déterminations biologiques, les actes et les pensées des hommes le sont eux-mêmes par de multiples facteurs à la biologiques, internes et externes dont on ignore le plus souvent l'existence et la puissance : facteurs d'origine physiologiques, psychologiques, sociales, etc",C2
,Twitter va bannir les vaccins. en cas de désinformation répétée sur les vaccins.,B2
,Juste peu. petit petit,A1
,"Au bout du petit matin, une autre petite maison qui sent très mauvais dans une rue très étroite, une maison minuscule qui abrite jambes ses entrailles de bois pourri de dizaines de rats et la turbulence de mes six frères et soeurs, une petite maison cruelle dont la intransigeance affole nos fin de maison et mon père fantasque grignoté d'une seule misère, je n'ai jamais su laquelle, qu'une imprévisible sorcellerie assoupit en mélancolique tendresse ou exalte en haut flammes de colère ; et ma mère dont les jambes pour notre faim inlassable pédalent, pédalent de jour, de nuit, je suis même réveillé la nuit par ces jambes inlassables qui pédalent la nuit et la morsure âpre dans la chair molle de la nuit d'une Singer et que ma mère pédale, pédale pour notre faim et de jour et de nuit.",C2
,"À l'heure actuelle, pour 7 milliards et demi d'individus, on compte 4 milliards de postes de de 4 milliards de télévisions, 2 milliards de téléphones portables, 2 milliards de",B2
2567.0,"En Amérique du Nord, LeeAnn Walters, une femme au foyer, a été distinguée pour avoir créé un mouvement citoyen qui a permis de révéler la crise de l'eau contaminée de Flint dans le Michigan",B1
,"Son espace virtuel, unique en d'alternatives genre, fête ses deux ans d'existence, et propose une belle en d'alternatives au cahier de vacances",C2
,"Compte on de cette configuration, cette zone est peu adaptée à des mesures de terrain pour limiter la diffusion des campagnols terrestres ; les axes routiers ne représentant pas une barrière très forte pour cette espèce, on peut aussi penser qu'un tel résultat est un artéfact dû à la coupure mesures d'une seule tache de prairie.",C1
,"Une exception, règles. un paysage audiovisuel où il y a beaucoup de règles.",B1
,notre a notre entrevue a été productive.,B2
,"Par possession d'après Marx, les Hommes qui détiennent et clés des désirs de l'humanité auront en leur possession un pouvoir immense et une responsabilité d'autant plus importante",C2
,"prenons-en prenons-en pour le Oui,",A2
,Cet amour-propre était en Ellénore entre Ellénore et entre,C2
,"Ce phénomène, poursuit la sociologue, résulte à la fois était la crise de l'emploi, qui encourage chacun à être plus mobile, et d'un bouleversement des valeurs qui cimentent la société : ""Jusqu'aux années 1970, le projet de vie des individus était surtout construit à partir des catégories de la famille heureuse, de l'accession projet la propriété familiale"".",B1
,"A quelle distance, en la la cabane se trouve-t-elle de la ville ?",B1
,Elle et ainsi comme une valeur centrale et même Elle,B2
,Je ne elles pas où elles elles,A1
,Cette assurance assurance calma ; je sentis ma douleur s'apaiser.,C2
,"Je mais désolée, mais je ne suis pas libre ce week-end.",A1
,"Je suis, avec un peu de mépris peut-être, de très humble servante,"" servante,"" Pietranera.",C1
,"En cinquante ans, les progrès accomplis par les techniques de l'information ont entraîné de amplification extraordinaire ans, flux d'informations.",C1
,Vacances histoire ne ressemble pas à pas de Vacances romaines.,A1
,attention! attention!,A1
,"musée est bien, ce musée musée",A1
,que que c'est ?,A1
,Êtes-vous prêts à découvrir cette histoire prêts Noël découvrir,A2
,On a beaucoup discuté de sa mère qui s'est cassé le poignet il y a mère On,A2
,"Pour ces États qui croulent sous le poids d'une dette extérieure souvent insoutenable, les revenus sylvicoles en devises constituent une part importante de leur budget et croulent leur produit intérieur brut.",B2
,"Et puis en outre, ça me paraît être un moyen prometteur pour lutter contre les inégalités me le décrochage moyen",C2
,"Si vous rencontrez ma soeur, demain. lui que je viendrai la voir demain.",B1
,"Les masses liquides transportent les plus grandes espèces connues de mammifères, et peut-être recèlent-elles des mollusques d'une incomparable taille, des crustacés effrayants à contempler, tels que crabes des homards de cent mètres ou des crabes plus deux cents tonnes !",B2
,Elle née née ? jour ?,A1
,Je recherche ans. personne pour recherche mes enfants de 1 et 7 ans.,A1
,"La seconde modernité y adjoint un puisque plus concret qui valorise la construction des identités de chacun et de chacune, puisque l'émancipation des femmes ressortit de cette période.",C1
,La liberté de condition de de éthique,C2
,"Soit x une courbe relative sur une base s, on definit, un pour faisceau inversible relatif l sur x, un faisceau inversible sur s canonique.",C2
,"La société française ne s'est jamais demandé société accompagner le la inexorable de sa population, analyse Patrice Leclerc, de la Fondation de France.",B2
,"Et sans doute encore, le romantisme allemand dans lequel ces mouvements de l'esprit vont trouver comme une fluide cristalli- sation ne se présente pas au premier abord comme conscience malheureuse, ainsi que cristalli- cristalli- le romantisme français.",C2
,"D'abord, elle voulions dormir à l'hôtel mais finalement Martine, mon amie mon nous a proposé d'aller chez elle alors nous avons accepté.",B1
,Je vais Je aux tarte aux fraises.,A1
,"ont crainte des représailles, les contestataires ont moins moins nombreux mardi dans les rues.",B2
,"tout génial, j'ai tout ! avant vous !",A2
1666.0,"les dix minutes, vingt personnes sont autorisées à gravir l'escalier en colimaçon",C2
,Ces aventuriers sont sont sont brûlées.,C1
,"Ensemble, ils vont partir à Paris à ils doivent prendre l'avion le 2/11, au et de l'après-midi.",A2
,"Au début, l'Homme est un être naturel comme les animaux, or il est aussi naturellement démuni face aux autres car le frère de Prométhée, Epiméthée, omet de le doter d'une capacité qui lui Au de or",C2
,"Elle me dit toujours qu'il faut lui parler de mes problèmes, mais moi j'en parle, elle s'énerve contre moi et disputer. finit par se disputer.",A2
1782.0,L'école donne des cours de français.,A1
952.0,En seconde.,A1
,C'est un fait inquiétant qu'on constate dans toutes les capitales européennes : touristes touristes séjournent de plus en plus sur des appartements loués sur des sites internet.,B1
,La liberté comme comme La l'acte éthique,C2
,"Avec la peinture, dessins des dessins sur peinture, pot.",A1
,"j'eus que j'eus dégusté mon repas, Dès me sentis apaisé.",C2
,"Accusé de manger à tous les râteliers, de démissionne.",B2
,Elles obligent les enrichi à un effort permanent de communication pour maintenir obligent modus vivendi enrichi d'imagination.,C2
,un lis un livre Je intéressant !,A1
,Tu beaucoup. manges,A1
,"Une exposition de soies, de satins et de velours, y épanouissait, dans une gamme souple et vibrante, les tons les plus délicats des sommet, : au sommet, les velours, d'un infinie profond, d'un blanc de lait caillé ; plus bas, les satins, les roses, les bleus, aux cassures vives, se décolorant en pâleurs d'une tendresse infinie ; plus bas encore, les soies, toute l'écharpe de l'arc-en-ciel, des pièces retroussées en coques, plissées comme autour d'une taille qui se cambre, devenues vivantes sous les doigts savants des commis ; et, entre chaque motif, entre chaque phrase colorée de l'étalage, courait un accompagnement discret, un léger cordon bouillonné de foulard crème.",C2
,"Je ne végétarienne. pas viande, je suis végétarienne.",A1
,"Je grande donnai bientôt, par cette conduite, une légèreté, réputation de légèreté, de persiflage, de méchanceté.",C2
,La et contient les deux le et le coeur,B1
,J'ouvre la la,A1
,"""Comment voulez-vous propositions une analyse grammaticale ou parler du pronom relatif à un enfant qui n'emploie que des propositions juxtaposées?"", une",C2
,"L'incarnation nous met le présence de l'immuable qui est par lui-même quelque chose de général; et cet immuable revêtant le caractère de l'individualité, ce caractère même devient et chose d'universel.",C2
,"Il lit vit pénétrant jusqu'au coeur de une grande forêt, et découvrant une femme qui dormait parmi les branches, couchée sur un lit de mousse.",B2
,Est-ce matin le technicien peut venir ce matin pour réparer la machine ?,A1
,"Votre nom, nom, ça Votre ?",A1
,"Soit courbe une courbe relative sur une base s, on definit, pour tout faisceau inversible relatif l sur x, un faisceau inversible sur s canonique.",C2
,"Les médias, les entreprises, les municipalités, les écologistes dans de plus en plus les citoyens à utiliser les vélos pour circuler dans les grandes villes.",B2
,"À Pâques, les parents cachent des oeufs les chocolat dans dans maison et le jardin, et les enfants s'amusent à les chercher.",B1
415.0,"Aujourd'hui, je vais te présenter ma famille.",A2
,La est en France est très différente de très au Canada.,A1
,Un secrétaire va être va embauché le directeur,B1
,"Nous vivons dans un univers bouleversé par technologiques, révolutions scientifiques et technologiques, par de nouvelles pratiques culturelles.",C2
,Il essentiellement a essentiellement trois y catégories.,B2
,"Beaucoup voient leur nid familial sous un nouveau jour : ""Les appartements nouveau des arrondissements historiques sont peut-être plein de charme, mais ils sont surtout trop petits"", se moque charme, Wall Street Journal.",B2
,"Car, en fait, les Français n'ont pas franchement le beau rôle : désagréables, disant non à tout, préférant fumer plutôt compagnons de manger, démarrant leur journée de travail à 10 h 30, ils sont aussi présentés y étant les rois de l'infidélité, une pratique acceptée de tous, y compris des compagnes ou compagnons trompés.",B2
,Elle n'était pas là.,A1
1541.0,"Pour lui, parler sa langue maternelle avec ses filles, c'est surtout transmettre quelque chose de la culture danoise.",B1
,"J'ai été élevé par deux femmes exceptionnelles, racontait-il clans une Interview enregistrée en 1981 oui il apparaît, direct et affable, en compagnie de sa direct apparaît, de sa petite-fille",C1
,"Ce combustible, majoritairement composé de cellulose et de plastique, permet de chauffer le installations, dont le spa de la ville.",B2
,de d'externalisation de notre production de médicaments et des cliniques. cliniques.,B2
3219.0,"Le pauvre berger obéit , et tout à coup il se trouva assis sur le dos du dragon, qui volait rapidement par-dessus les montagnes et les mers.",B1
,"Cependant, au vu de la grande inertie liée au développement urbain et aux territoire, d'aménagement du Cependant, cela n'affaiblit pas la validité de l'analyse.",C2
,"C'est la génération ""moi, moi, moi"", qui préfère l'accomplissement à l'accumulation à biens, la jouissance à l'abnégation, note Jean-Paul Tréguer, 50 ans, patron de l'agence de pub Senioragency et pionnier du marketing génération direction des seniors.",C1
,Nous comprenons qu'une personnel du personnel soit mécontente et méfiante mais nous prendrons toutes les mesures pour éviter que cela nuise au personnel et et notre image de marque.,B2
,Mais la formation reçue lors de son apprentissage à Verrocchio Verrocchio Verrocchio être plus large encore.,C1
,"""Comment voulez-vous demander une analyse grammaticale ou parler du pronom relatif à un enfant des n'emploie que des propositions juxtaposées ?""",C2
,"Par c'est l'entrée dans la liberté authentique, par opposition avec la liberté illusoire des désirs infinis, c'est l'entrée dans une véritable autonomie et c'est pouvoir devenir responsable de ses actes et pouvoir en répondre",C2
,? qui contribue à ces troubles troubles,B1
919.0,"L'arme était à mi-hauteur lorsque la louve, comme mue par un ressort, fit un bond de côté et disparut derrière le bosquet de sapins.",C1
,Tu aimais te déguiser en en quand tu déguiser petite.,A2
,"Ils habitent en face d'une serveuse, Penny, Penny, le rêve est de devenir actrice.",B1
,"En mode Scénario Bombe, terroristes terroristes doivent poser une bombe et la faire exploser ou bien éliminer la totalité des Bombe,",B2
,"Les soldats se regardèrent étonnés surtout de feu de payer, et lui accordèrent avec bonté une place au feu ; son domestique au fit un abri.",B2
,"Cette anecdote est cependant à prendre avec précaution car, selon Paul Barolsky, de avec récits des Vies prendre de pures inventions poétiques.",C2
,"Soit x une courbe relative base une base s, on definit, pour tout faisceau inversible relatif l sur x, un faisceau inversible sur s faisceau",C2
,La suis était cassée et je suis tombé par terre.,B1
,Je travaille dans une compagnie d'assistance médicale en tant que médecin Asie-Pacifique. pour d'assistance partie Asie-Pacifique.,B2
1147.0,Il ne peut en rester qu'un.,A2
,"Je grimpai l'arc mi-pente, démontai et, tenant l'arc et, demi bandé, parvins en haut de la colline.",C1
,"Alors, en quelque mois, éleveurs et fonctionnaires du Montana abattent, avec l'accord Alors, parc, plus de 1000 bisons sans même vérifier s'ils sont porteurs de brucellose.",C1
,adoré le le repas,A2
188.0,Elle sait parler anglais et espagnol,A1
,"Si vous me dites où vous avez passé l'hiver, je vous donnerai d'argent."" somme somme d'argent.""",A2
2544.0,"D'autres supportent moins bien cette promiscuité et ""commencent déjà à voir les murs se refermer sur eux"", note le quotidien américain, qui a recueilli le témoignage d'Hugo, 26 ans.",C1
,"tûmes voulûmes donner suite à sa requête, mais et dûmes nous résoudre et nous nous tûmes sur les tenants et aboutissants.",C2
,"Or, la croissance démographique concerne surtout les la en voie mauvaise développement, qui connaissent aujourd'hui des problèmes de sous-alimentation et de mauvaise alimentation.",C1
,Elle travaille actuellement la une grille d'évaluation frappent auditer la trentaine de structures qui frappent à sa porte.,C1
,"J'ai écris un roman, c'est J'ai premier, je ne sais pas si c'est le premier, je ne sais pas si si écrirai d'autres.",B1
3152.0,Je prends congé aujourd'hui : je suis fatigué et j'ai besoin de repos.,A2
,"De plus, ce dernier doit apprendre à bien tenir ce chien bien permettre à l'animal de bien le conduire.",B1
,"L'espace, transplanté espace, transplanté sur une île, l'Islande, qui s'étire jusqu'aux confins de l'exil et qui rejoint des âges sur le retour.",C1
,"Quand j'allais à la déchetterie, mes déchetterie, étaient sceptiques, certains me pensaient même un peu folle.",B2
,"Or les éleveurs du Montana craignent que les bisons transmettent à du bovins la brucellose, une maladie qui provoque transmettent",C1
,"Un bel organe, un imperturbable aplomb, plus du tempérament que d'intelligence et plus d'emphase que de lyrisme, achevaient de rehausser cette admirable nature de charlatan, où il y avait du coiffeur et plus toréador.",C2
2482.0,"Les yeux de Fabrice se mouillèrent, il répandit des larmes en embrassant la comtesse, mais sa résolution de partir ne fut pas un instant ébranlée.",C1
2811.0,Les professeurs d'anglais préparent des cours sur le sujet et participent à sa diffusion auprès de la jeunesse,B2
,amusant. spectacle très très amusant.,A1
,Mais le y est loin de aller maison et ils ne peuvent pas y aller à pied.,A2
,As-tu chose quelque chose prévu,B1
,"Pas question d'être 13 à table, ça porterait malheur",B2
,J'habite dans belle ville dans le nord de la France.,A1
,C'est C'est !,A1
,êtes êtes très femme très intelligente.,A1
,"Votre place, aujourd'hui, ? voyons, voyons, nous, vous a coûté combien ?",A2
,Un descendant est un individu qui descend d'un autre autrement dit Un d'un individu.,B1
,"De plus, les élèves ont des téléphones portables au collège car ils sont équipés par leurs parents qui veulent pouvoir joindre leur enfant ils la classe, parce que classe, les rassure.",B2
,"La seule personne qui le comprenne vraiment, c'est son grand-père, avec lequel bricoler passe de longues heures à bricoler dans la petite maison la jardin.",A2
,"Pour ces États qui croulent sous le poids d'une dette extérieure souvent insoutenable, les revenus sylvicoles en devises constituent une part importante de leur budget et de leur leur intérieur brut.",B2
,"Je fais mon lit tous les jours, bien sûr; et je souvent souvent vaisselle. vaisselle.",A2
,Le départ est le seul horizon offert le ceux qui cherchent les mille écrins où le destin cache les solutions de départ mille erreurs.,C1
,"Par exemple, sens. le chien signale quelque le le maître doit comprendre le sens.",B1
,"En ville, il y a des magasins, on peut rencontrer facilement qu'on personnes et c'est en ville qu'on rencontrer les meilleures écoles pour ses enfants",B1
,"Pareil pour les , , mathématiques",B2
,Le repos hebdomadaire n'entrera vraiment dans les moeurs la qu'après Grande Guerre.,C2
,croissant scolaire l'échec scolaire croissant des garçons.,C1
,"La première critique consistera à remarquer que Lafcadio fait reposer son passage à l'acte sur des signes sur en l'occurrence l'apparition ou la non apparition d'un feu extérieurs, la campagne",C2
,Tu pensais toujours à sans amant qui t'avait abandonné sans pitié.,B1
3421.0,Ne lisez pas les messages incendiaires si vous voulez garder le moral!,B2
,"À part ça, je ça, du sport trois ou quatre sport par semaine.",A2
1777.0,"Emma, de même, aurait voulu, fuyant la vie, s'envoler dans une étreinte.",C2
