id,sentence,difficulty
,"lampe un livre, un pantalon J'achète une nouvelle lampe pour ma chambre.",A1
,Je pense pense que bon.,A1
,Ce que je sais par contre c'est que beaucoup contre jeunes restent sur le sais,A2
,C'est avec grand plaisir que je pour envoie ce message pour vous décrire votre voyage à notre en notre compagnie.,A2
,"Une des originalités de la Fondation la d'impliquer formation communauté scientifique dans la création des ressources pédagogiques, l'accompagnement des classes et la formation continue des enseignants.",C2
,Un héritier : est héritier est une personne qui reçoit des droits ou un patrimoine après est mort d'une personne.,A2
,testés les agences réglementaires nationales exigent un nombre nationales patients testés toujours plus grand.,B2
,J'ai promis dire dire de vérité au juge.,A2
,"lois lois de programmation mentionnées à mentionnées alinéa de l'article 34 de la Constitution ont pour objet de déterminer ""les objectifs de l'action de l'État"".",C2
,préféré le C'est préféré de Manon.,A1
,"Mon réveil sonne à six heures et démie, je me rendors pendant un quart quart et je me lève un sept heures moins le quart",A1
,Cet essor est lié aux la mise en place de mesures lié favorables aux parents.,C1
,"Quand j'écoute et musique, il faut que je l'apprécie et c'est pour ça que je suis exigeant, je crois",A2
,"En plus, je ne m'entends pas bien bien plus, ma mère.",A2
,Vraiment?,A1
,"Après, je vais dans la cuisine et je Après, je café",A1
,"Non, juste minutes. quelques",A2
,temps pour inventer un temps particulier pour l'apprentissage.,B1
,"Mets ça sur ton pied, ça va soulager la Mets",A2
4153.0,Il choisit toujours une grande chambre,A1
1079.0,"Deuxièmement, il y a souvent la crainte, lorsqu'on n'est pas sur les réseaux sociaux, de ""louper quelque chose"".",B1
,Il grand un grand nombre de serpents qui en arrivant près d'un certain rocher le vit d'une herbe qu'ils tenaient à la bouche.,B1
,Je Amélie suis je vais voir Amélie,A1
3040.0,"C'est le principe de responsabilité élargie du producteur, initié par la directive européenne de 2003, qui leur impose de prendre en charge la fin de vie de leurs appareils.",B2
,"cul, régiment était composé de cela mille hommes ; cela lui composa quatre mille coups de baguette, qui, depuis la nuque du cou jusqu'au cul, lui découvrirent les muscles et les nerfs.",B2
,Bruno Boulianne et la petite Lila plantent des graines plantent fines herbes.,B2
,"façon façon dont il était habillé au golf, tout comme la façon était il était habillé au bureau, était méticuleuse.",B1
,Or Skype refuse de donner aux Or policières les clés qui leur permettraient de décoder policières conversations téléphoniques des suspects faites avec le logiciel.,C1
,"On dirait d'une caravane immense, d'une des de fantasia nautique, somptueusement bariolée, évoluant, aux derniers feux splendeur soleil, sur la tranquille splendeur des eaux.",C2
,Une après-midi du Une de mois Fabrice entendit une forte canonnade assez éloignée.,B2
,"Compte tenu de cette configuration, cette zone est peu adaptée à des mesures de terrain pour limiter la diffusion des campagnols terrestres ; les axes routiers ne représentant pas une barrière très de pour cette espèce, on peut aussi penser qu'un tel résultat est mesures artéfact dû à la coupure artificielle d'une seule tache de prairie.",C1
4184.0,"Soumis à des persécutions en raison de leur confession protestante, ils espèrent pouvoir vivre leur foi librement",B2
,Il y politique aussi les personnages dotés d'un pouvoir politique séculier exceptionnel personnages les rois.,C2
,Une maitresse au milieu du bruit compter Une : On va les compter,A2
3381.0,"""Si j'étais parent d'un collégien, je lui conseillerais de lire cet été Le Bizarre Incident du chien pendant la nuit, de Mark Haddon (Nil et Pocket Jeunesse), de jouer au Triolet (Editions Tilsit), qui est une sorte de Scrabble des nombres, deux nouveautés intéressantes",C2
,Il est roman cinématographique. comparer un roman à son adaptation cinématographique.,B2
,La journée est longue longue La,A2
,Je à à vais gare.,A1
,"Certes, ""Emily in Paris"" est une production américaine qui semble s'adresser avant tout au public outreAtlantique, mais Netflix étant ""Emily plate-forme accessible dans le monde entier, ce parti entier, semble très daté.",C1
,"Équipé d'une caméra, d'un téléphone portable et d'un ordinateur, il aide le client à téléphone ses courses directement dans le magasin.",B1
,L'homme impoli fashionable. le lépreux du monde fashionable.,C2
,c'est c'est bien mais voyager responsable c'est encore mieux !,B1
2019.0,"Nous organisons une soirée le 31, à partir de 19 heures, vous viendrez, n'est-ce pas?",A1
,"Ses soutiens la voient comme une militante acharnée de l'écologie, comme n'hésite pas Ses faire entendre sa voix.",C1
,"Ils se sont dits des mots d'amour, des mots de tous les jours!",B1
,lépreux impoli est le monde du monde fashionable.,C2
1535.0,Cette voiture ressemble à ma voiture.,A1
,"Également noble de visage et de corps, dans l'action comme au repos, plein de grâce et de puissance mesurée, il mesurée, au milieu de l'effort le souci inconscient des pures attitudes, et les moindres de ses gestes milieu des bienfaits.",B2
,Une autre organisation qui produit sa part d'impact sur les peuples autochtones de la internationale est la Commission la internationale .,C1
,"Je ne savais pas que, bien plus tristement que les petits écarts de régime de son mari, mon manque de volonté, ma santé délicate, l'incertitude qu'ils projetaient sur visage avenir, préoccupaient ma grand'mère au cours de ces déambulations incessantes de l'après-midi et du soir, où on voyait passer et repasser, obliquement levé vers le ciel, son beau visage aux joues brunes et sillonnées, devenues au retour de l'âge presque mauves comme les labours à et barrées, si elle sortait, par une voilette à demi relevée, et sur lesquelles, amené là par le froid ou quelque triste pensée, était toujours en train de sécher un pleur involontaire.",C2
,que que nous eûmes reçu de ses reçu nous fûmes soulagés,C2
,"ils son manteau et ses gants, ils seraient morts de Sans",B2
1125.0,"En effet, sitôt rentrés chez eux, Vanessa, 14 ans, Raphaël, 16 ans, Marie, 44 ans, et Patrick, 45 ans, branchent les petites boîtes colorées afin de les recharger.",B2
,"Il s'est également arrêté dans une boulangerie où il a longuement hésité entre un pain au chocolat, un croissant, pâtisserie une brioche aux pralines, pâtisserie typiquement une",B2
,tel ne nous attendions tel à un tel buzz.,B1
,J'ai le plaisir de vous annoncer que votre demande d'inscription à l'université de que en première année de master Sciences et Société a été de,B1
2356.0,J'aurais voulu pouvoir quitter le bureau à 13h.,B2
,Le chaufffeur en bus est en en,A1
,Les mères de mes amis d'école se sont rejoins d'école la grille pour de attendre.,B1
,"John Keogak, entretient ans, chasseur à Sachs Harbour, reconnaît l'impact médiatique de la mesure, mais entretient peu d'illusions de son efficacité.",C1
,"Alors, en quelque mois, éleveurs et fonctionnaires du Montana abattent, avec l'accord plus brucellose. plus de 1000 bisons sans même vérifier s'ils sont porteurs de brucellose.",C1
,"grosse coups de battoir partaient encore, espacés, au milieu des rires adoucis, des conversations qui s'empâtaient dans un bruit glouton de mâchoires ; tandis que la machine à vapeur, allant son train, sans repos ni trêve, semblait hausser la voix, vibrante, ronflante, emplissant l'immense salle. Mais pas une des femmes ne l'entendait ; c'était comme la respiration même du lavoir, une haleine ardente amassant sous les poutres du plafond l'éternelle buée qui flottait. La chaleur devenait intolérable ; des rais de soleil entraient à gauche, par les hautes fenêtres, allumant les vapeurs fumantes de nappes opalisées, d'un gris rose et d'un gris bleu très tendre ; et, comme des plaintes s'élevaient, le garçon Charles allait d'une fenêtre à l'autre, tirait des stores de grosse toile ; et, il passa de l'autre côté, du côté de l'ombre, et ouvrit des vasistas.",C2
,"Les Cyanobactéries se se des et par la présence de chlorophylle A et de pigments accessoires hydrosolubles, les phycobilines rouge et bleue.",C1
,Nous sommes en train Nous dîner.,A2
844.0,Et pourquoi le sont-elles ?,B1
,J'ai pesant la conversation pour briser conversation silence pesant de ces dernières minutes.,B1
,"La droite voudrait préserver les restes de notre triple héritage, quitte à les adapter car, disait Churchill, il faut savoir couper les arbres savoir que la forêt soit les belle.",C2
,Il y a deux trains y Lille le matin,A1
,Que faire aujourd'hui?,A1
,"Lettres de motivation, d'amour ou de rupture, impôts de mémoires d'étudiant, textes d'hommage à lire et à distribuer pendant des obsèques, situations administratives à démêler avec la copropriété, les impôts ou la copropriété, l'écrivain public doit pouvoir répondre à toutes les demandes.",C1
4196.0,"Cependant, nous continuons de parler anglais à la maison, car mes parents ne veulent pas que je perde ma langue natale.",A1
,que phénomène d'autant plus inquiétant que ce n'est pas la première fois qu'il se produit,A2
8.0,J'ai retrouvé le plaisir de manger un oeuf à la coque,A2
,"On voyait là des têtes de vieux, pacifiques, des pacifiques, et qui, blanchâtres de chevelure et de teint, ressemblaient à des médailles d'argent ternies par une vapeur de plomb.",C1
4123.0,Tous les chiens de ses basses-cours composaient une meute dans le besoin ; ses palefreniers étaient ses piqueurs ; le vicaire du village était son grand aumônier.,C1
,un un gentil bouledogue qui aime gentil câlins.,A2
,"mal pour Anne pour cette histoire, j'ai appris pas mal de nouveau vocabulaire.",B1
,Comment allez-vous aujourd'hui ?,A1
,J'accepterais ce basé à condition ce soit basé à Zurich.,B1
,La d'être me vient d'être vient,B1
,La pas des Français ne restent pas dans leur région durant les vacances d'été,B1
,"Le mythe du retour aux sources, l'engouement sources, le rejet des en en commun et des rythmes professionnels épuisants peuvent aussi constituer de puissants ressorts.",C1
,Il y a eu beaucoup de spectateurs et tout le monde la bien aimé la Fête.,A2
,"partirent partirent furibonds, jurant partirent ne se soumettraient jamais à un roi trop jeune pour avoir de la barbe au menton",C2
,"allés soir, ils à allés à un concert",A1
,Depuis les mentalité. de on constate un changement de mentalité.,B2
,Cette activité apparait dans la religion grecque de l'Antiquité comme un cadeau qui Hommes Hommes imposé aux Hommes pour qu'ils puissent survivre,C2
,Les grands-parents de nos enfants vacances. passer du temps avec nous lors grands-parents vacances.,A1
,"Le les circonscriptions dépenses électorales est plafonné, sous réserve d'aménagements pour les circonscriptions particulières.",C1
,Ne regardez pas le livre.,A1
,faire doit aussi faire tous les exercices,A1
,C'est incroyable qu'il ait fait si beau au C'est l'été ta soeur l'été dernier!,B1
,"Lorsqu'un cinéaste adapte un livre au cinéma, il donne sa ce vision de ce ce",B2
,"Il en résulta en même temps un désir ardent d'indépendance, une grande impatience des liens dont j'étais en une terreur invincible d'en former de nouveaux.",C2
,Rien Rien,A1
,amoureux. rentrais chaque jour en en de mon amoureux.,A2
,La journée n'est pas ses pour Théo qui doit rentrer à la doit pour faire ses devoirs.,A2
,"Ceux qui, même adultes, apprennent à breton ou l'apprennent à leurs enfants, enfants, dignes d'admiration",C2
,"En juillet, la cyclistes juillet, près de 30 % de plus que l'an dernier à la même époque.",B1
,"Ils ont quitté en urgence leur maison, équipée l'approche dans flammes et ont décidé de dormir dans leur voiture très équipée",B1
,"""Non, non,"" dit le roi; ""restez-là, mon ami."" roi; j'ai assez dormi !"" dit le berger.",A2
,croisé à la poste quand j'ai croisé ma cousine et son mari.,A2
,"Outre le paresse favoriserait notre épanouissement, un peu de paresse sauverait-il le monde ?",C1
,Forestier riait beaucoup de de ; les deux goujat déclaraient que le bavard indiscret n'était qu'un goujat et qu'un lâche.,C2
4060.0,"Pour aller à la salle internet à partir de l'escalier, marchez jusqu'à l'accueil",A1
,maison maison grand-mère Marie l'invite à la maison pour le déjeuner.,A2
,Pendant les trois années années déjà vivais déjà chez elle.,A1
1477.0,La motocyclette était très peu fiable à ses débuts.,B2
,Comment Comment,A1
,Il urgent urgent qu'il changeât qu'il essuie-glaces.,C2
,"Avec une rentabilité de 1 500 à par 000 euros Avec chambre et par an, l'aventure tourne parfois court.",C1
,"Quand se est ado, on se pose on tas de questions.",A2
,Le monde se divise ceux deux catégories: ceux qui ont un pistolet chargé ceux ceux qui creusent.,B2
,La aussi d'une aussi les seins d'une femme.,A2
,C'est XVIIe premier temps de la colonisation du continent américain par les colons européens au XVIIe siècle qu'il faut remonter pour comprendre cette fête si particulière,B2
,"Malheureusement, seuls les milieux favorisés et cet éduqués sont capables de renverser cette tendance en prenant en compte cet aspect du cette dans leur vie quotidienne.",C1
2909.0,Vous habitez loin d'ici ?,A1
,"L'invasion des pas food, la percée des cuisines ethniques, les gens qui ne cuisinent plus faute de temps, la perte plus goût n'expliquent pas tout.",B2
,"Brigitte Munier Karel Capek, dans R.U.R., imagine que les robots, devenus esclaves des hommes, les remplacent dans tous devenus travaux (guerre incluse) avant de se rebeller contre l'humanité aveulie par le loisir se de l'anéantir.",C1
,"la de modernité y adjoint un individualisme plus concret qui valorise la construction des identités de chacun et de chacune, puisque l'émancipation des femmes ressortit de cette période.",C1
,"week-end. suis désolée, mais je ne suis pas libre ce mais",A1
,Mais le marché est loin de leur maison et à ne peuvent pas y aller pas pied.,A2
,efforts mets tous mes efforts et toute mon énergie exclusivement dans énergie travail.,B1
,L'école pas L'école pas tout faire.,A2
,Il met son plus beau costume et plus et,B1
,"Merci Gaio, Ne t'inquiète pas, fais à ton rythme.",A2
,"dans d'une caméra, d'un client portable et d'un ordinateur, il aide le client à faire ses courses directement dans le magasin.",B1
579.0,Tu parles bien anglais.,A1
,"Nous sommes au Théâtre de la Jeunesse à Hanoï pour une soirée ""Cabaret des artistes"".",B2
,"Le ministre de l'Education a lancé un appel d'offres aux associations pour code en primaire une initiation au code informatique , facultative, par les temps périscolaires dégagés par la réforme des rythmes scolaires.",C2
4649.0,"Les piscines partagées par exemple ou ce genre de chose, là je me suis dit, cet été, bof quoi.",B1
,"répétait Fabrice, il Fabrice, donc criminel de vouloir défendre la de ?",B2
,"Eh studio voilà, bienvenue dans mon studio",B1
,"Au centre de la sur il y avait un trône , et sur ce trône serpent y avait un serpent immense.",A2
,"Je ne Victor. te te dire, Victor.",A1
,Vous avez 10 minutes pour pour faire test.,A1
,Qu'allez-vous faire Qu'allez-vous Qu'allez-vous,B1
,Régine Lemoine-Darthois et Elisabeth Weissman ont fait le même et,C1
,C'est injuste On ne peut pas le a pour la faute qu'il le commise,B1
,Tu pour ma meilleure amie tu tu avais toujours plein de bonnes idées pour s'amuser,A2
,"Le slogan ""100 % ""100 nos clients achètent nos produits"" Le une tautologie.",C2
,Mon père à eu une travailler pour venir travailler à Paris.,A1
,J'attends À réponse. À bientôt.,A1
,"La ""visio"" atténuera sans doute l'émotion ""visio"" retrouvailles et la ""visio"" des adieux.",C1
,"Abandonnez sans état d'âme le traditionnel qui de vacances que les trois quarts des enfants ne terminent pas : la liste des produits alternatifs qui visent à ""faire aimer"" autant qu'à ""faire réviser"" à longue.",C1
,Il doit se dépêcher pour ne pas être en retard dépêcher l'école.,A2
,"Le bâtiment principal, qui vient d'être rénové, a principal, peint neuf et ils ont peint les mursen couleurs pastels",B2
,"Neuf militants vers l'ONG, vêtus de jaune ou de blanc, ont escaladé, vers 9 heures du matin, le grillage du tarmac de l'aéroport et se Neuf déployés autour d'un avion Boeing 777 de la compagnie Air France, stationné au sol et sans passager à bord.",C1
,Vous êtes donc à la Conservatoire d'Inter à des questions environnementales et nous fêtons aujourd'hui les trente ans du Conservatoire du littoral.,C1
2716.0,"En deuxième position, les Français font figurer les bonnes manières, puis le sens des responsabilités.",B2
,"Entre-temps, après avoir réalisé un bénéfice, Piero acheta d'un plaque décorée d'un coeur transpercé d'une flèche coeur donna au paysan.",C1
,qui ont deux enfants : un fils gentille. s'appelle André et une fille qui est très gentille.,A1
,"Un enseignement fondé la l'expérimentation et la pratique, des objectifs d'apprentissage formation des actions tournées en priorité vers la formation continue des enseignants, menées en collaboration avec la communauté scientifique et professionnelle",C1
,La réduction du dioxyde de réduction par un nécessite un apport d'énergie assez élevé.,B2
,"La plate-forme française du commerce équitable (PFCE), réseau des et principales associations et entreprises sa a élaboré sa propre charte.",C1
,Elle est surprise que les étudiants que étudiants en retard.,B1
,"Mon Dieu, elle a Dieu, perdu tête.",B1
,"Le bleu, c'est mais couleur préférée mais je n'aime pas le vert!",A1
,"Et défile année, Et défile !",B1
,Il y a deux possibilités : soit son sera lui permettra d'être connu et ce sera très a,A2
,"On constate, en outre, que la chauve-souris la voler malgré l'ablation d'une notable étendue de la membrane de ses ailes, pourvu que la partie restante la aux espaces interdigitaux.",C2
,"Si le député les respecté les électeurs, il aurait respecté",B2
,"En Allemagne, cours exemple, on n'a pas cours l'après-midi, tandis que nous restons au collège cours 17 heures.",B1
,Malgré ces efforts comptable question de la pertinence de la valeur comptable des entreprises reste toujours d'actualité car il n'y a pas d'actualité norme aujourd'hui sur la valeur liée aux actifs intangibles et plus particulièrement aux connaissances,C2
43.0,"L'ordinateur peut aussi répondre à des interruptions qui lui permettent d'exécuter des programmes de réponses spécifiques à chacune, puis de reprendre l'exécution séquentielle du programme interrompu.",C2
,n'est le chien n'est ! le seul à apprendre !,B1
,Sa grossesse se passe bien et elle travaille toujours elle et même restaurant.,B1
,On peut cependant peut les fromages qui pourraient figurer sur un plateau de un type.,B2
,"Bien entendu, nous sommes conscients des inconvénients que cela peut entraîner : en s'adressant à des charges. nous courons le risque de perdre une partie de nos secrets de fabrication et de voir surgir s'adressant problèmes dans la qualité du service rendu, tels que le non-respect du cahier des charges.",B2
,"Une indemnité versée aux cyclistes utilisant leur vélo pour se rendre au travail permet de réduire le coût de du vélo et de participer aux frais d'entretien , précise Olivier Schneider, président de la FUB qui invite à ne pas voir le dispositif comme un privilège donné aux cyclistes, mais comme une façon de mettre le vélo sur un FUB d'égalité avec les autres modes de transport.",B2
,"Mes souvenirs plus d'abord confus, Mes plus vifs.",C2
1903.0,"Je m'occuperai des enfants ce week-end-là, j'ai déjà posé mes congés.",B1
,Le que c'est que quand ils arrivent dans le monde du travail y a pas de problème,A2
,Je suis complétement confiance sécurité car j'ai complétement entière confiance en lui.,B1
,Parmi les habitants de la veulent il y a ceux qui veulent revenir et ceux qui ne de pas,A2
,salon chat est arrivé dans le salon et il gratté le fauteuil fauteuil ses griffes.,A1
,"coucher. fais ses devoirs puis prépare le dîner et finalement, elle regarde un film avant d'aller se elle",A2
,Ils faisaient une grande une à année. année.,B1
604.0,Nous apprécions qu'ils aient répondu sur-le-champ.,C1
,"n chemin, il a pu admirer la magnifique fontaine Bartholdi sur la grande Place des Place",B2
,Je chacun tirer une balle dans chacun de tes membres si tu ne me donnes pas tes serviette.,B1
,"Waf, waf, veux veux rentrer la la maison, chez Alice.",A1
,"et une arme, et toi non.",A2
,appel. reçu reçu appel.,A2
,"Fait tristement révélateur, sa sa lettre de félicitations à Barack Obama réélection, sa réélection, François Hollande a écrit ""friendly"" pour ""amicalement"" : c'est tout simplement un non-sens",C2
,"Dès sa descente de voiture, au premier plan de ce résumé fictif de leur vie domestique que les maîtresses de maison prétendent offrir à leurs invités les jours sol cérémonie et où elles cherchent à respecter la vérité du costume et celle du décor, Swann prit plaisir à voir les héritiers des ""Tigres"" de Balzac, les grooms, suivants ordinaires de la promenade, qui, chapeautés et bottés, restaient dehors devant l'hôtel sur le sol sa l'avenue, ou devant les écuries, comme des jardiniers auraient été rangés à l'entrée de leurs parterres.",C2
,"Choisir un logement n'est pas évident: certains Choisir un appartement en ville, d'autres préfèrent une maison à la campagne.",B1
,Nous les mangeons le les samedi soir.,A1
,"Mes chaussures ont insisté pour qu'on prenne nos chaussures de marche, ils veulent de aille faire des randonnées dans les montagnes",B1
,La digestion est plus est,A2
,"Ça vous débagoule des raisons, des accusations, des syllogismes, des des des paroles à rendre fou !",C2
,"Le jour de la Fête des tradition la tradition consiste le plus souvent à offrir un petit cadeau aux mamans, comme en France.",A2
,"Ces constats ont la notamment, profession comptable notamment, mais aussi les dirigeants d'entreprises, à s'interroger pour savoir comment rendre compte de la valeur réelle de leur entreprise",C2
3928.0,"Selon un sondage publié en mai dernier par BVA (société française de sondages) et le Syntec Numérique (fédération professionnelle du secteur informatique) favorable à la mesure, 87 % des Français seraient même d'accord pour que la programmation informatique soit enseignée à l'école (24 % à partir du primaire, 41 % à partir du collège). Mais cette initiative suscite par ailleurs de nombreuses réticences.",C1
,"Ma pas Anne, je n'ai pas trouvè le mari vraiment charmante non plus.",B1
,Ce d'azomethine. concerne l'étude de la retrocycloaddition d'oxazolidines conduisant a reactive reactive ylure d'azomethine.,C2
,"Elle prendra un pseudonyme masculin revisités poursuivre ses travaux qui, revisités il y a peu, ont montré qu'elle avait imaginé les prémisses des un de Poincaré.",B2
,"Mes parents ont insisté pour qu'on prenne nos chaussures de marche, ils veulent qu'on de parents des randonnées dans les montagnes",B1
3410.0,"Alors le directeur de l'information, raconte : ""Dans l'équipe de direction, j'étais le seul à défendre sa candidature.",B1
,"Sur le sable, la mer haletait de toute la toute rapide et étouffée Sur ses petites vagues.",C2
,"Et en août, nous passerons peut-être quelques les dans quelques montagnes.",B1
,L'histoire que berger vais vous lire s'intitule Le le et le Dragon.,A2
,bureau Un !,A1
,"En plus, y y avait le grand parasol qui prenait toute la place",A2
,"Mesdames, vous messieurs, attention s'il vous plaît.",A2
,"moyenne. héritent à 55 ans, moyenne. moyenne.",C1
,"Cependant une invincible timidité m'arrêtait : tous mes discours expiraient sur mes lèvres, ou se terminaient tout autrement mes je ne se projeté.",C2
,sur et Delphine se rencontrent pour la première fois sur une plage en face d'une une,A1
,"Une exception, dans un paysage Une où il exception, a beaucoup de règles.",B1
,J'ai peur du noir.,A1
,Je sur sur vous ainsi que compte vous tous !,B1
2599.0,J'espère que cette nouvelle histoire vous a plu.,A2
3647.0,Qu'est-ce que vous faites le samedi et le dimanche ?,A1
,le elle s'est occupée du nouveau stagiaire et elle lui a expliqué le fonctionnement de l'entreprise ainsi que le règlement intérieur,B1
,Ils chevauchent un un à taille humaine.,B2
,Je suis suis suis,A1
,La par de cette ambivalence précède raison des robots et même leur nom: elle est culturelle et se cache dans le vieux mythe du Golem remis à l'honneur en Occident par Frankenstein de Mary Shelley en 1818.,C1
,"Après un discours remarqué, mercredi à Milan, lors de conférence 9e conférence des conférence unies sur le climat, la présidente de la Conférence circumpolaire des Inuits (CCI) enfonce le clou.",C1
,Il faut commencer par dire que l'Union n'est Il pas l'Europe.,B1
,"Si voyait dernière innovation voyait le jour, une de ses applications serait tout aussi impressionnante tout inquiétante.",B2
,Je amie. dîner avec mon mon,A1
,"Alors que nombre d'auteurs de polars et de thrillers persistent à tourner ad nauseam autour de disparitions d'enfants ou de sévices infligés par des tueurs eux série, une poignée d'entre eux s'efforce de poignée quelques angles morts de la criminalité contemporaine.",C1
,"C'est une activité en plein pays car aujourd'hui on ne veut plus seulement profiter du pays ou du village qui nous accueille, mais on souhaite de plus en plus participer réellement seulement la vie de celui-ci.",B1
,"Bon, la première chose bien sûr, il faut chose chose",A1
,Quelle est la plus ? qualité de la femme belle ?,B1
,On pense d'emblée à un vieux scribe accroupi ou à ou d'une échoppe bancale nichée dans l'entresol d'un vénérable immeuble à colombages.,C1
,Elle sa actuellement à une grille d'évaluation pour auditer actuellement trentaine de structures qui frappent à sa porte.,C1
3132.0,"Une déclaration qui tranche avec celle qu'elle a tenue au site Reporterre, le 25 février.",C1
,C'est C'est de Paris C'est !,A1
,"Ce n'était plus l'automne, Ce Ce printemps!",A2
,battu. suis suis,A1
,faite doit être être avec de l'eau.,B1
,"Les personne. jours, jours, ne lui avons rien dit et elle n'a parlé à personne.",A2
,Ce sera j'en j'en Ce sûr!,A1
,Tu comprends pas. pas.,A1
,Elle de été perçue comme un Elle de transport puéril.,B2
,Le Le AstraZeneca est-il en voie de réhabilitation réhabilitation ?,B2
,Grande-Bretagne et Allemagne refusent fonds participer si le fonds doit aider Grande-Bretagne pays.,C1
,"Ellénore n'avait dans jusqu'alors aucune notion de ce sentiment passionné, de cette existence perdue dans la sienne, dont mes fureurs mêmes, mes injustices et mes reproches n'étaient que des preuves plus irréfragables.",C1
,"avec l'intérieur de ma maison, il y a un grand salon avec une table et quatre chaises A accueillir mes amis",A2
,"Mais c'est que l'échelle du Monde ne s'imposait pas, malgré quelques fresques intellectuelles au grand souffle, celles de l'historien français Fernand Braudel ou du l'historien américain Immanuel Wallerstein en tout premier ne",C2
,t'inquiète t'inquiète t'inquiète,A1
,C'est un métier très C'est,A1
,Je vais fermer la porte à par par sécurité.,A2
,"rien nous savions employer correctement votre langue maternelle, nous trouverions du travail langue un rien de temps.",B2
,"C'est déjà le lundi, et toute la déjà recommence",A2
,Elle ne dynamisme pas de de,B1
,On dirait qu'elle a pleuré ou qu'elle va pleuré,A2
,Bonjour et bonne année.,A1
,Ils à fait une année. fête à chaque année.,A2
,"A l'intérieur de ma maison, il y a un grand salon avec une mes et quatre chaises pour accueillir grand amis.",A2
,a a rencontré écoles. grand succès dans les écoles.,B1
,"En voici un des moins obscurs : ""Plus nous devenons maîtres de la biosphère, plus nous en devenons dépendants biosphère, plus nous la dégradons, plus nous dégradons plus vies5.",C2
,"Il s'offre les meilleurs guides, montagnes, s'épanouit montagnes, s'épanouit",C1
,Le soir vous vous faire un tour en bateau jusqu'à Eiffel. Tour Eiffel.,A1
,"Tout à coup, il petit eut un hurlement, un craquement parmi les branches, et un petit homoncule rose arriva vers nous en eut des cris.",C2
,"Le Golem, qui reçut en effet son nom moderne de robot (serf en tchèque) de Karel Capek R.U.R, sa pièce R.U.R, en 1920, apparaît, depuis, sous les traits d'une machine humanoïde. Replacer ce récit de notre histoire éclaire l'ambivalence observée.",C1
,les les rencontrer?,A2
,"Darren Star annonce qu'elle avec ""inspirée qu'elle sa propre histoire d'amour qui dure depuis toujours avec Paris et la culture française"".",B2
,Les noeuds de ses reins et de relâchés. échine s'étaient relâchés.,C2
,"Il a fait un café magnifique, je suis allé me promener près du parc, il y avait un petit café ouvert.",A2
,C'est bientôt bientôt de l'anniversaire,A1
,Chaque miette de vie doit servir à dignité. vie dignité.,C1
,"Cela suppose de totalement repenser la classe évidemment, puisque le cours, le modèle transmissif classique doit être fait à la maison, donc il faut d'autres de en classe, des activités qui vont supposer en effet des boîtiers à choix multiple, ou éventuellement l'utilisation de boîtiers de vote, des ateliers.",C2
,ça ? comme ça va,A1
,il y a plus de il pays francophones francophones,A1
,"Il allait devoir passer l'hiver ici, dans la forêt, en attendant en guérit.",B1
,"Le aussi végétarien, que l'on appelle aussi piment végétal, est cuisine incontournable de la cuisine antillaise",C1
1327.0,"Or, la plupart du temps, la jeunesse est heureuse, ni aussi tragique ni aussi banale que ne le dessinent les clichés.",B2
4380.0,"Aujourd'hui, la classe inversée, une innovation pédagogique qui rencontre un succès sans précédent.",C1
,Il fait très chaud ce la à fait plage.,A1
,Je fais des exercices d'articulation,B2
,"Aussitôt que vous eûtes que ce problème, vous partîtes.",C2
,"Ces gens cultivaient leurs des élevaient gens troupeaux, obéissaient aux usages, aimaient et mouraient selon la loi commune.",B2
,Elle pense pense Elle,A1
,Cette idée brillante m'est tout hier en tout je vais tout t'expliquer.,B1
,"Puis je me bagarrais avec Daffy, mon canard en peluche, je mâchouillais mon os me couine ou canard chantais à l'unisson avec la radio de la voisine",C1
,Je la dans une médecin d'assistance médicale en tant que médecin consultant pour la partie Asie-Pacifique.,B2
,"De la même façon, démobiliser gouvernement dans la République du Congo (RDC) s'est engagé, en mai 2002, à démobiliser des milliers d'enfants servant dans son armée.",B1
,Certains se défendront en se la nouvelle cuisine censée jadis révolutionner se habitudes.,B2
,"La 9, mondiale, malgré et net ralentissement, augmente et elle pourrait atteindre 9, 3 milliards de personnes en 2050, et plafonner autour de 10, 5 à 11 milliards à la fin du XXIe siècle.",C1
794.0,"Elle a toujours ses affaires, ce n'est pas le genre de fille à demander sans cesse un taille-crayon, une feuille double, comme certains que je connais.",B1
,"Après réflexion, lutté contre la philosophie de la une Hegel doit donc entreprendre une lutte contre la philosophie du romantisme.",C2
,Il pensait qu'un les pouvait manger des pizzas et des qu'un tous les jours.,A2
,L'image d'un d'un esclave n'est pas neuve! Les progrès présents et promis inquiètent certaines personnes qui redoutent d'être redoutent par des machines.,B2
,Ils se sont réussite quasi exclusivement dans la réussite quasi,C1
,Il était était horrible !,A2
,"Une fois qu'il a peut fini, Théo peut enfin aller jouer et s'amuser avant de dîner jouer ses parents.",A2
2244.0,"Après plusieurs heures de marche, j'atteignis l'énorme bloc de pierre qui porte la petite cité dominée par la grande église.",B2
,Le réalisateur m'a longtemps qu'il avait longtemps cherché l'acteur idéal.,B1
,"des ce que tâcherait de concevoir une pensée véritablement complexe, inspirée d'Edgar Morin, qui aurait conscience des liens unissant de chose.",C2
,les majorité des Français ne restent pas dans leur région durant vacances vacances d'été,B1
,Le petit chat plaît chat parents. parents.,A2
,J'entre aux gardes les dans les Cadets,B2
