id,sentence,difficulty
3936,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
3937,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
3938,Le chat dort sur le sofa.,B2
3939,Elle mange souvent des fruits au petit déjeuner.,C1
3940,Elle mange souvent des fruits au petit déjeuner.,C1
3941,"Quand j'étais petit, j'allais à l'école à pied.",A2
3942,Elle mange souvent des fruits au petit déjeuner.,A2
3943,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B2
3944,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
3945,Le chat dort sur le sofa.,B2
3946,"Quand j'étais petit, j'allais à l'école à pied.",B1
3947,Elle mange souvent des fruits au petit déjeuner.,C1
3948,Le chat dort sur le sofa.,A1
3949,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A2
3950,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B1
3951,Elle mange souvent des fruits au petit déjeuner.,B1
3952,Elle mange souvent des fruits au petit déjeuner.,C1
3953,Elle mange souvent des fruits au petit déjeuner.,A2
3954,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
3955,Elle mange souvent des fruits au petit déjeuner.,A2
3956,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
3957,Elle mange souvent des fruits au petit déjeuner.,B1
3958,"Quand j'étais petit, j'allais à l'école à pied.",C1
3959,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B2
3960,"Quand j'étais petit, j'allais à l'école à pied.",B1
3961,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
3962,Le chat dort sur le sofa.,A1
3963,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
3964,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
3965,"Quand j'étais petit, j'allais à l'école à pied.",B2
3966,"Quand j'étais petit, j'allais à l'école à pied.",A2
3967,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
3968,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B2
3969,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
3970,Le chat dort sur le sofa.,B2
3971,Le chat dort sur le sofa.,A1
3972,Elle mange souvent des fruits au petit déjeuner.,A2
3973,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
3974,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
3975,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
3976,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
3977,Le chat dort sur le sofa.,A2
3978,"Quand j'étais petit, j'allais à l'école à pied.",C1
3979,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B2
3980,"Quand j'étais petit, j'allais à l'école à pied.",A1
3981,"Quand j'étais petit, j'allais à l'école à pied.",A1
3982,Le chat dort sur le sofa.,B2
3983,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A2
3984,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B1
3985,Le chat dort sur le sofa.,A1
3986,Le chat dort sur le sofa.,B2
3987,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B1
3988,Elle mange souvent des fruits au petit déjeuner.,A1
3989,Le chat dort sur le sofa.,C1
3990,"Quand j'étais petit, j'allais à l'école à pied.",B2
3991,"Quand j'étais petit, j'allais à l'école à pied.",C1
3992,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A2
3993,Le chat dort sur le sofa.,B1
3994,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B2
3995,Le chat dort sur le sofa.,A1
3996,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
3997,Le chat dort sur le sofa.,B1
3998,Elle mange souvent des fruits au petit déjeuner.,C1
3999,"Quand j'étais petit, j'allais à l'école à pied.",C1
4000,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B2
4001,"Quand j'étais petit, j'allais à l'école à pied.",B2
4002,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
4003,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B2
4004,Elle mange souvent des fruits au petit déjeuner.,C1
4005,"Quand j'étais petit, j'allais à l'école à pied.",B1
4006,Le chat dort sur le sofa.,B2
4007,Le chat dort sur le sofa.,C1
4008,Le chat dort sur le sofa.,B2
4009,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
4010,Elle mange souvent des fruits au petit déjeuner.,A1
4011,Elle mange souvent des fruits au petit déjeuner.,A2
4012,Elle mange souvent des fruits au petit déjeuner.,C1
4013,"Quand j'étais petit, j'allais à l'école à pied.",A2
4014,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
4015,Le chat dort sur le sofa.,B2
4016,"Quand j'étais petit, j'allais à l'école à pied.",C1
4017,Elle mange souvent des fruits au petit déjeuner.,A1
4018,Le chat dort sur le sofa.,B2
4019,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
4020,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B2
4021,Elle mange souvent des fruits au petit déjeuner.,C1
4022,Elle mange souvent des fruits au petit déjeuner.,C1
4023,Elle mange souvent des fruits au petit déjeuner.,A1
4024,Elle mange souvent des fruits au petit déjeuner.,B1
4025,Le chat dort sur le sofa.,C1
4026,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B1
4027,"Quand j'étais petit, j'allais à l'école à pied.",B2
4028,Le chat dort sur le sofa.,B1
4029,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
4030,"Quand j'étais petit, j'allais à l'école à pied.",A2
4031,Elle mange souvent des fruits au petit déjeuner.,A2
4032,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
4033,Elle mange souvent des fruits au petit déjeuner.,A2
4034,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
4035,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
4036,Elle mange souvent des fruits au petit déjeuner.,B1
4037,Elle mange souvent des fruits au petit déjeuner.,A2
4038,Elle mange souvent des fruits au petit déjeuner.,C1
4039,Le chat dort sur le sofa.,A2
4040,"Quand j'étais petit, j'allais à l'école à pied.",B2
4041,Elle mange souvent des fruits au petit déjeuner.,A1
4042,Elle mange souvent des fruits au petit déjeuner.,A1
4043,Le chat dort sur le sofa.,C1
4044,Le chat dort sur le sofa.,B2
4045,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B1
4046,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B2
4047,Elle mange souvent des fruits au petit déjeuner.,B2
4048,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B1
4049,Le chat dort sur le sofa.,B1
4050,Le chat dort sur le sofa.,B2
4051,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A2
4052,"Quand j'étais petit, j'allais à l'école à pied.",A2
4053,Le chat dort sur le sofa.,B2
4054,Elle mange souvent des fruits au petit déjeuner.,A2
4055,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B1
4056,"Quand j'étais petit, j'allais à l'école à pied.",B1
4057,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A2
4058,Le chat dort sur le sofa.,B1
4059,"Quand j'étais petit, j'allais à l'école à pied.",A1
4060,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B1
4061,"Quand j'étais petit, j'allais à l'école à pied.",B2
4062,Elle mange souvent des fruits au petit déjeuner.,C1
4063,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A2
4064,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A2
4065,Elle mange souvent des fruits au petit déjeuner.,B1
4066,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B1
4067,Le chat dort sur le sofa.,C1
4068,"Quand j'étais petit, j'allais à l'école à pied.",C1
4069,"Quand j'étais petit, j'allais à l'école à pied.",B2
4070,Elle mange souvent des fruits au petit déjeuner.,A1
4071,Le chat dort sur le sofa.,B2
4072,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A2
4073,"Quand j'étais petit, j'allais à l'école à pied.",B1
4074,"Quand j'étais petit, j'allais à l'école à pied.",B2
4075,"Quand j'étais petit, j'allais à l'école à pied.",B1
4076,"Quand j'étais petit, j'allais à l'école à pied.",B1
4077,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B2
4078,Elle mange souvent des fruits au petit déjeuner.,B2
4079,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
4080,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
4081,Elle mange souvent des fruits au petit déjeuner.,C1
4082,Le chat dort sur le sofa.,A1
4083,Elle mange souvent des fruits au petit déjeuner.,B2
4084,"Quand j'étais petit, j'allais à l'école à pied.",A1
4085,"Quand j'étais petit, j'allais à l'école à pied.",A2
4086,Elle mange souvent des fruits au petit déjeuner.,C1
4087,Elle mange souvent des fruits au petit déjeuner.,C1
4088,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
4089,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B1
4090,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B1
4091,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B2
4092,"Quand j'étais petit, j'allais à l'école à pied.",B2
4093,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B1
4094,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
4095,Le chat dort sur le sofa.,B1
4096,Elle mange souvent des fruits au petit déjeuner.,A1
4097,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
4098,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B1
4099,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B2
4100,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B1
4101,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A2
4102,"Quand j'étais petit, j'allais à l'école à pied.",B1
4103,Le chat dort sur le sofa.,C1
4104,Elle mange souvent des fruits au petit déjeuner.,B1
4105,Elle mange souvent des fruits au petit déjeuner.,B2
4106,"Quand j'étais petit, j'allais à l'école à pied.",A1
4107,"Quand j'étais petit, j'allais à l'école à pied.",A2
4108,Elle mange souvent des fruits au petit déjeuner.,C1
4109,Elle mange souvent des fruits au petit déjeuner.,B2
4110,Le chat dort sur le sofa.,A2
4111,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B1
4112,Le chat dort sur le sofa.,A2
4113,Elle mange souvent des fruits au petit déjeuner.,A1
4114,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A2
4115,Elle mange souvent des fruits au petit déjeuner.,A2
4116,Le chat dort sur le sofa.,B1
4117,Le chat dort sur le sofa.,B1
4118,Le chat dort sur le sofa.,C1
4119,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B1
4120,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A2
4121,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
4122,Elle mange souvent des fruits au petit déjeuner.,B1
4123,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
4124,"Quand j'étais petit, j'allais à l'école à pied.",C1
4125,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A2
4126,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B1
4127,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B1
4128,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
4129,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B1
4130,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A2
4131,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
4132,Le chat dort sur le sofa.,A2
4133,Elle mange souvent des fruits au petit déjeuner.,B1
4134,"Quand j'étais petit, j'allais à l'école à pied.",A2
4135,Elle mange souvent des fruits au petit déjeuner.,B2
4136,Le chat dort sur le sofa.,B2
4137,Le chat dort sur le sofa.,B1
4138,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B1
4139,Elle mange souvent des fruits au petit déjeuner.,A1
4140,Le chat dort sur le sofa.,A2
4141,Elle mange souvent des fruits au petit déjeuner.,A1
4142,Le chat dort sur le sofa.,B1
4143,"Quand j'étais petit, j'allais à l'école à pied.",B1
4144,Le chat dort sur le sofa.,C1
4145,Elle mange souvent des fruits au petit déjeuner.,A1
4146,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B1
4147,Elle mange souvent des fruits au petit déjeuner.,B2
4148,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
4149,Elle mange souvent des fruits au petit déjeuner.,A2
4150,"Quand j'étais petit, j'allais à l'école à pied.",C1
4151,"Quand j'étais petit, j'allais à l'école à pied.",A2
4152,"Quand j'étais petit, j'allais à l'école à pied.",B2
4153,Le chat dort sur le sofa.,A2
4154,"Quand j'étais petit, j'allais à l'école à pied.",A1
4155,Elle mange souvent des fruits au petit déjeuner.,A2
4156,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A2
4157,"Quand j'étais petit, j'allais à l'école à pied.",C1
4158,Elle mange souvent des fruits au petit déjeuner.,B2
4159,Le chat dort sur le sofa.,A2
4160,Le chat dort sur le sofa.,A1
4161,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
4162,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B2
4163,Elle mange souvent des fruits au petit déjeuner.,B2
4164,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B1
4165,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
4166,Le chat dort sur le sofa.,C1
4167,Elle mange souvent des fruits au petit déjeuner.,C1
4168,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
4169,Elle mange souvent des fruits au petit déjeuner.,B2
4170,"Quand j'étais petit, j'allais à l'école à pied.",A2
4171,Le chat dort sur le sofa.,A1
4172,Le chat dort sur le sofa.,C1
4173,Le chat dort sur le sofa.,A1
4174,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B2
4175,Elle mange souvent des fruits au petit déjeuner.,B1
4176,"Quand j'étais petit, j'allais à l'école à pied.",B1
4177,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A2
4178,"Quand j'étais petit, j'allais à l'école à pied.",A2
4179,Elle mange souvent des fruits au petit déjeuner.,B2
4180,Le chat dort sur le sofa.,A2
4181,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B1
4182,Elle mange souvent des fruits au petit déjeuner.,B2
4183,Elle mange souvent des fruits au petit déjeuner.,B2
4184,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B2
4185,"Quand j'étais petit, j'allais à l'école à pied.",A1
4186,"Quand j'étais petit, j'allais à l'école à pied.",A2
4187,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
4188,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B1
4189,Le chat dort sur le sofa.,A2
4190,Le chat dort sur le sofa.,B1
4191,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A2
4192,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
4193,Elle mange souvent des fruits au petit déjeuner.,B1
4194,"Quand j'étais petit, j'allais à l'école à pied.",C1
4195,Elle mange souvent des fruits au petit déjeuner.,B1
4196,"Quand j'étais petit, j'allais à l'école à pied.",A1
4197,Elle mange souvent des fruits au petit déjeuner.,A1
4198,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B1
4199,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B1
4200,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
4201,Elle mange souvent des fruits au petit déjeuner.,B2
4202,Elle mange souvent des fruits au petit déjeuner.,B1
4203,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A2
4204,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A2
4205,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A2
4206,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
4207,Elle mange souvent des fruits au petit déjeuner.,C1
4208,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
4209,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A2
4210,Elle mange souvent des fruits au petit déjeuner.,B1
4211,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A2
4212,Elle mange souvent des fruits au petit déjeuner.,B1
4213,Le chat dort sur le sofa.,C1
4214,Elle mange souvent des fruits au petit déjeuner.,B2
4215,Le chat dort sur le sofa.,B1
4216,Elle mange souvent des fruits au petit déjeuner.,A1
4217,Le chat dort sur le sofa.,A2
4218,Le chat dort sur le sofa.,A2
4219,Elle mange souvent des fruits au petit déjeuner.,A2
4220,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B1
4221,"Quand j'étais petit, j'allais à l'école à pied.",C1
4222,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B1
4223,Le chat dort sur le sofa.,A1
4224,Elle mange souvent des fruits au petit déjeuner.,A2
4225,Elle mange souvent des fruits au petit déjeuner.,B1
4226,Elle mange souvent des fruits au petit déjeuner.,A2
4227,Elle mange souvent des fruits au petit déjeuner.,A1
4228,"Quand j'étais petit, j'allais à l'école à pied.",B2
4229,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B2
4230,Le chat dort sur le sofa.,B2
4231,"Quand j'étais petit, j'allais à l'école à pied.",A2
4232,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B1
4233,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A2
4234,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
4235,Elle mange souvent des fruits au petit déjeuner.,B1
4236,"Quand j'étais petit, j'allais à l'école à pied.",A1
4237,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B2
4238,Elle mange souvent des fruits au petit déjeuner.,B1
4239,Elle mange souvent des fruits au petit déjeuner.,B1
4240,Le chat dort sur le sofa.,B2
4241,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
4242,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A2
4243,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A2
4244,"Quand j'étais petit, j'allais à l'école à pied.",B1
4245,Le chat dort sur le sofa.,B2
4246,Elle mange souvent des fruits au petit déjeuner.,C1
4247,Le chat dort sur le sofa.,A1
4248,Elle mange souvent des fruits au petit déjeuner.,A2
4249,Le chat dort sur le sofa.,A1
4250,Elle mange souvent des fruits au petit déjeuner.,A1
4251,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
4252,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B2
4253,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B2
4254,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B2
4255,Le chat dort sur le sofa.,B1
4256,Elle mange souvent des fruits au petit déjeuner.,B2
4257,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B1
4258,Le chat dort sur le sofa.,A2
4259,Elle mange souvent des fruits au petit déjeuner.,A2
4260,Le chat dort sur le sofa.,A2
4261,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A2
4262,"Quand j'étais petit, j'allais à l'école à pied.",A2
4263,Le chat dort sur le sofa.,B2
4264,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
4265,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B2
4266,Elle mange souvent des fruits au petit déjeuner.,C1
4267,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B2
4268,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A2
4269,Le chat dort sur le sofa.,A1
4270,Le chat dort sur le sofa.,C1
4271,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
4272,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A2
4273,Elle mange souvent des fruits au petit déjeuner.,C1
4274,Le chat dort sur le sofa.,A1
4275,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B2
4276,"Quand j'étais petit, j'allais à l'école à pied.",A2
4277,"Quand j'étais petit, j'allais à l'école à pied.",B2
4278,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B2
4279,Elle mange souvent des fruits au petit déjeuner.,A2
4280,Le chat dort sur le sofa.,C1
4281,"Quand j'étais petit, j'allais à l'école à pied.",B1
4282,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B1
4283,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A2
4284,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B1
4285,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
4286,Elle mange souvent des fruits au petit déjeuner.,C1
4287,"Quand j'étais petit, j'allais à l'école à pied.",B2
4288,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B2
4289,"Quand j'étais petit, j'allais à l'école à pied.",A2
4290,"Quand j'étais petit, j'allais à l'école à pied.",B2
4291,Elle mange souvent des fruits au petit déjeuner.,A1
4292,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
4293,Elle mange souvent des fruits au petit déjeuner.,A2
4294,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B2
4295,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B1
4296,Elle mange souvent des fruits au petit déjeuner.,B1
4297,Elle mange souvent des fruits au petit déjeuner.,C1
4298,Le chat dort sur le sofa.,A2
4299,Elle mange souvent des fruits au petit déjeuner.,C1
4300,Le chat dort sur le sofa.,B1
4301,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B1
4302,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B1
4303,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
4304,Le chat dort sur le sofa.,A2
4305,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
4306,"Quand j'étais petit, j'allais à l'école à pied.",A1
4307,Elle mange souvent des fruits au petit déjeuner.,B1
4308,Le chat dort sur le sofa.,A2
4309,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A2
4310,"Quand j'étais petit, j'allais à l'école à pied.",B2
4311,Elle mange souvent des fruits au petit déjeuner.,B2
4312,Elle mange souvent des fruits au petit déjeuner.,C1
4313,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B2
4314,"Quand j'étais petit, j'allais à l'école à pied.",C1
4315,Le chat dort sur le sofa.,A1
4316,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B1
4317,Elle mange souvent des fruits au petit déjeuner.,A2
4318,Elle mange souvent des fruits au petit déjeuner.,A1
4319,Elle mange souvent des fruits au petit déjeuner.,A1
4320,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
4321,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B1
4322,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
4323,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
4324,"Quand j'étais petit, j'allais à l'école à pied.",A2
4325,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B2
4326,Elle mange souvent des fruits au petit déjeuner.,C1
4327,"Quand j'étais petit, j'allais à l'école à pied.",A1
4328,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B2
4329,Le chat dort sur le sofa.,B2
4330,"Quand j'étais petit, j'allais à l'école à pied.",A1
4331,"Quand j'étais petit, j'allais à l'école à pied.",B1
4332,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
4333,"Quand j'étais petit, j'allais à l'école à pied.",A2
4334,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B2
4335,Le chat dort sur le sofa.,A2
4336,Elle mange souvent des fruits au petit déjeuner.,C1
4337,Elle mange souvent des fruits au petit déjeuner.,B2
4338,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B1
4339,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
4340,Le chat dort sur le sofa.,C1
4341,Elle mange souvent des fruits au petit déjeuner.,A2
4342,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
4343,"Quand j'étais petit, j'allais à l'école à pied.",B1
4344,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
4345,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
4346,Le chat dort sur le sofa.,A2
4347,Elle mange souvent des fruits au petit déjeuner.,C1
4348,Le chat dort sur le sofa.,A1
4349,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
4350,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A2
4351,Le chat dort sur le sofa.,A1
4352,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B1
4353,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B1
4354,Elle mange souvent des fruits au petit déjeuner.,B2
4355,Elle mange souvent des fruits au petit déjeuner.,C1
4356,"Quand j'étais petit, j'allais à l'école à pied.",A2
4357,"Quand j'étais petit, j'allais à l'école à pied.",C1
4358,Elle mange souvent des fruits au petit déjeuner.,A1
4359,"Quand j'étais petit, j'allais à l'école à pied.",B2
4360,Le chat dort sur le sofa.,A2
4361,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
4362,"Quand j'étais petit, j'allais à l'école à pied.",A2
4363,"Quand j'étais petit, j'allais à l'école à pied.",A1
4364,Le chat dort sur le sofa.,B2
4365,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A2
4366,Elle mange souvent des fruits au petit déjeuner.,A1
4367,Le chat dort sur le sofa.,B1
4368,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A2
4369,Le chat dort sur le sofa.,B2
4370,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A2
4371,Le chat dort sur le sofa.,A2
4372,Le chat dort sur le sofa.,A1
4373,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
4374,Elle mange souvent des fruits au petit déjeuner.,C1
4375,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A2
4376,"Quand j'étais petit, j'allais à l'école à pied.",B2
4377,Elle mange souvent des fruits au petit déjeuner.,B2
4378,Le chat dort sur le sofa.,A1
4379,"Quand j'étais petit, j'allais à l'école à pied.",A2
4380,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A2
4381,Elle mange souvent des fruits au petit déjeuner.,C1
4382,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
4383,Elle mange souvent des fruits au petit déjeuner.,B1
4384,Elle mange souvent des fruits au petit déjeuner.,B2
4385,"Quand j'étais petit, j'allais à l'école à pied.",B2
4386,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A2
4387,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
4388,Elle mange souvent des fruits au petit déjeuner.,B1
4389,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B2
